image_name,label_set,pano_id,agree_count,disagree_count,notsure_count
columbus/198.jpg,"[1, 3]",GIKUCtDYs1698IpbGuj_sg,1,0,0
columbus/20174.jpg,[1],bV6yDqI9ENZQhxwxfoEnmw,0,1,0
columbus/24401.jpg,[4],U7qncL4HytkoplTNJgDryA,0,0,0
columbus/806.jpg,[1],NdyX6FF8zZteOAZ1j7wstw,1,0,0
columbus/632.jpg,[1],WZ5XhDyGIdh2_SrY_t7kPA,1,0,0
columbus/733.jpg,[1],zevH8BxxwzVJtNnzv86a2Q,0,0,0
columbus/304.jpg,[1],LaiCo5KC8YfGyfgpas1exg,1,0,0
columbus/24047.jpg,[1],sk1tXJBHUiSvhHo49f01LQ,0,0,0
columbus/24635.jpg,"[1, 3]",PQUPShxgGzFrTcd_tW0dHA,0,0,0
columbus/24427.jpg,[7],MJD6YtMHAQVIXqyao5uMhw,0,0,0
columbus/405.jpg,[1],0Cuz5-wuKRUiQffCY2mR_g,0,0,0
columbus/677.jpg,"[1, 4]",X_eADvWJl6TJUpNpWMX6pg,2,0,0
columbus/305.jpg,[4],LaiCo5KC8YfGyfgpas1exg,1,1,0
columbus/20704.jpg,[4],nYwFzv1nNv5BpHfp9wZ2tw,1,0,0
columbus/20523.jpg,[1],p-idEn69h1hRe3bv_D6tXw,1,0,0
columbus/311.jpg,[1],-UJDrvbAgbKidsiW7g7lag,1,0,0
columbus/24434.jpg,[7],S6a8iMqhVvLxXqgdhQlU9A,0,0,0
columbus/199.jpg,[4],GIKUCtDYs1698IpbGuj_sg,2,0,0
columbus/21.jpg,[4],YfgqoSDK_a7X7psOl7tW2g,2,0,1
columbus/633.jpg,[1],WZ5XhDyGIdh2_SrY_t7kPA,1,0,0
columbus/25014.jpg,[1],2rohljwYl0sdXiZp8dq5eA,0,0,0
columbus/20175.jpg,[1],97Ix6J5JU3kM3aqX6vnFBA,0,0,0
columbus/735.jpg,[6],xbdZ7QBofioOgib9d7rLxg,0,0,0
columbus/407.jpg,[1],ko8kdV1C84H_lC6DXzhXlw,1,0,0
columbus/24636.jpg,"[1, 3]",PQUPShxgGzFrTcd_tW0dHA,1,0,0
columbus/312.jpg,"[1, 3]",-UJDrvbAgbKidsiW7g7lag,1,0,0
columbus/816.jpg,[3],4hUDH6vKxxLzQAiq41BPdA,1,0,0
columbus/24349.jpg,[2],T_JiSFIuKhMrlErYJP92dg,1,4,0
columbus/20563.jpg,[7],hUdX89wGFxjTxiVWhPEikQ,0,0,0
columbus/24065.jpg,[3],crIFgVd6pXSiy9Aof4Oy_w,1,0,0
columbus/22.jpg,[1],7ErkXPfoR5yC8CzOF48j2Q,1,0,0
columbus/24443.jpg,[3],4MXoRTJuIbwqXh2EUrDIEQ,0,0,1
columbus/25065.jpg,[2],J6xrJYyKE3ftDjvXRmbnzA,4,1,0
columbus/24407.jpg,[1],KiVvZalml3VEyMz0DtmsVQ,1,0,0
columbus/737.jpg,[1],xKbG1mXERXJw-2hHHpAHpQ,1,0,0
columbus/313.jpg,[1],-UJDrvbAgbKidsiW7g7lag,1,0,0
columbus/200.jpg,[4],GIKUCtDYs1698IpbGuj_sg,1,1,0
columbus/634.jpg,[3],Ai_8YrBwX_x5LwDDEv8XeA,0,0,1
columbus/821.jpg,[1],TMZRgdEZHaOFVG27rfRiXg,0,0,0
columbus/24355.jpg,[7],EJJ4pBZcDL11MxWbVr3UwA,0,0,0
columbus/20583.jpg,[1],KyeAle3alcZ-WElpNKHfBg,0,0,0
columbus/24450.jpg,[1],RUt36nmUDY5o8d-SJtxU7A,0,0,0
columbus/24.jpg,[1],7ErkXPfoR5yC8CzOF48j2Q,1,0,0
columbus/24411.jpg,[7],NKAUE1jQz9FC9ayHczO3Mw,0,0,0
columbus/738.jpg,[1],xKbG1mXERXJw-2hHHpAHpQ,1,0,0
columbus/24446.jpg,[1],RUt36nmUDY5o8d-SJtxU7A,1,0,0
columbus/24449.jpg,[1],CZ0B2QiykYQ4sB9XEFyHZw,0,0,0
columbus/681.jpg,[1],00dFej_oz5T7AdTJ8ORSHg,0,0,0
columbus/24071.jpg,[4],hYAYA-syzHmVB-elRqw7Sw,1,0,0
columbus/24746.jpg,[1],U4M_PW_FH_mS6PwHQNo9lA,0,0,0
columbus/653.jpg,[1],Ai_8YrBwX_x5LwDDEv8XeA,1,0,0
columbus/319.jpg,[4],A1KxTUuiDTmozk89k3kbsA,2,0,0
columbus/24387.jpg,[4],LMvIbDHMaVOYGvO8XTJXvQ,1,0,0
columbus/202.jpg,"[1, 3]",GIKUCtDYs1698IpbGuj_sg,2,0,0
columbus/635.jpg,[3],Ai_8YrBwX_x5LwDDEv8XeA,1,0,0
columbus/24175.jpg,[7],oAYEkI9ZoNMGOVpuwaT5lQ,0,0,0
columbus/25.jpg,[1],7ErkXPfoR5yC8CzOF48j2Q,1,0,0
columbus/739.jpg,"[1, 3]",xKbG1mXERXJw-2hHHpAHpQ,0,0,0
columbus/412.jpg,[3],r6IgiEcNjNduJxHjVu7oTA,1,0,0
columbus/24466.jpg,[1],H-ewwVyAJf731mRICUKcSg,0,0,0
columbus/79.jpg,[4],3ZNN9ikYKvpsaem2-qxMVg,3,0,0
columbus/24078.jpg,[1],rBsaI2IAbVW-1-EKKqsIwg,1,0,0
columbus/24749.jpg,[7],Awenm4DXIhfIBmUqmYjlqQ,0,0,0
columbus/478.jpg,[2],agGjp8XRXJV3koR6w3xCuA,5,2,1
columbus/683.jpg,"[1, 4]",PJZdlnx8vWAEktFzBRgfuQ,0,0,0
columbus/828.jpg,[7],R39K93zpKKhCzBSv4_TnAw,0,0,0
columbus/660.jpg,[1],4i9bqi8WGkL32UGvs2FyIg,1,0,0
columbus/29.jpg,[1],iG8ROj76HRz2vYWnQtOSHQ,1,0,0
columbus/744.jpg,[1],xKbG1mXERXJw-2hHHpAHpQ,1,0,0
columbus/24178.jpg,[7],MTQVQxU8Aqz1vwgW-cp4xQ,0,0,0
columbus/322.jpg,[3],fOaTw8gxypI8nJN7pQIL4g,2,0,0
columbus/203.jpg,[1],DKl5xl31ZYHnym4t8ZDHhQ,1,0,0
columbus/637.jpg,[4],_2V2gI5J-jX0CbdTCaZGfw,2,0,0
columbus/419.jpg,[4],rHieFfahqcdHCrfB7iRirA,2,0,0
columbus/24483.jpg,"[1, 3]",pjSjf5N_zMWhxydG5yOtXw,0,0,0
columbus/323.jpg,[2],9Vj8lLNucPm3_l2BIsP10g,2,3,0
columbus/692.jpg,[2],RCPQE8q9qVMwJEyrTDHapw,8,0,0
columbus/81.jpg,[4],_OZFtfgvyWe4BCUiK8rlCQ,3,0,0
columbus/30.jpg,[1],iG8ROj76HRz2vYWnQtOSHQ,1,0,0
columbus/513.jpg,[1],GDAua8bbluAiNF3xFaP01w,1,0,0
columbus/24522.jpg,[1],E-JlQPBtEknQxJ9wD4XG6g,0,0,0
columbus/325.jpg,[3],fOaTw8gxypI8nJN7pQIL4g,2,0,0
columbus/24040.jpg,[7],pcH2b0CAQkMd8pEHNDdP-Q,0,0,0
columbus/673.jpg,[1],X_eADvWJl6TJUpNpWMX6pg,0,0,0
columbus/747.jpg,[1],gQFAwbyRoACDvcvC4zeB6w,1,0,0
columbus/1002.jpg,[2],aEG-KVxpQPCAds2zYTcFuA,7,0,1
columbus/204.jpg,[3],DKl5xl31ZYHnym4t8ZDHhQ,2,0,0
columbus/638.jpg,[1],3im7eav0vGWBGkvLRoW4RQ,1,0,0
columbus/24798.jpg,[7],ziiLQ727gZrGuU3En-lUAA,0,0,0
columbus/20198.jpg,"[1, 2]",6SFODRYSuO1Z7mi8OS8U0w,1,0,0
columbus/420.jpg,[1],rHieFfahqcdHCrfB7iRirA,1,0,0
columbus/330.jpg,[3],dZNfNtqYCGqfd8ldRCAOHw,1,0,0
columbus/24206.jpg,[1],AUiYILvoONIRNStsUVquXg,1,0,0
columbus/24539.jpg,[1],B4Ad-wjNMwT8VRTLNYFJGQ,0,0,0
columbus/83.jpg,[1],_OZFtfgvyWe4BCUiK8rlCQ,1,0,0
columbus/514.jpg,[1],GDAua8bbluAiNF3xFaP01w,1,0,0
columbus/31.jpg,[1],CPtgQQcqLfB-u0ZvX9HA0A,1,0,0
columbus/24494.jpg,[7],dB0krRsZUIGlhcZvZPq8DA,0,0,0
columbus/332.jpg,[7],nl8-p5_E1WDdcFUrbmLDkA,0,0,0
columbus/675.jpg,"[1, 4]",X_eADvWJl6TJUpNpWMX6pg,1,0,0
columbus/753.jpg,[1],-zems9A79lp_ZegEx202bA,2,0,0
columbus/205.jpg,[1],DKl5xl31ZYHnym4t8ZDHhQ,2,0,0
columbus/1003.jpg,[1],LqiC-zHIfm9X9yxc95Ty4A,1,0,0
columbus/639.jpg,[1],3im7eav0vGWBGkvLRoW4RQ,0,0,0
columbus/334.jpg,[7],iuxDhIk6jYM9j-4XmqUvNA,0,0,0
columbus/422.jpg,[1],N8FnstQTvB5j2Hy3wBbMTg,1,0,0
columbus/24049.jpg,[1],sk1tXJBHUiSvhHo49f01LQ,0,1,0
columbus/24807.jpg,[1],Q60ilkWYrIp4U-Yy47p1zQ,0,0,0
columbus/24316.jpg,[3],bkWR5EdxcEUrmeEONmqqFA,1,0,0
columbus/24323.jpg,[1],2_rSZ3zKU_-R5wd81wOVjQ,1,0,0
columbus/86.jpg,"[1, 3]",3ZNN9ikYKvpsaem2-qxMVg,2,0,0
columbus/515.jpg,[1],GDAua8bbluAiNF3xFaP01w,1,0,0
columbus/704.jpg,"[1, 3]",PjH21h6tTghtlcHaGOPvCg,0,0,0
columbus/336.jpg,[7],iuxDhIk6jYM9j-4XmqUvNA,0,0,0
columbus/24211.jpg,[2],ozN3zMB8T0-OZcs2tKvEgA,2,3,0
columbus/1006.jpg,[2],aEG-KVxpQPCAds2zYTcFuA,5,1,2
columbus/24052.jpg,[3],8gTfcTi57o-dxgixpbdAiQ,0,0,0
columbus/755.jpg,[7],Es7FJBC82IJ0gYLPVoBTeg,0,0,0
columbus/24844.jpg,[1],WlmY-skatOCxbwNjpLzu6g,1,0,0
columbus/209.jpg,[1],DKl5xl31ZYHnym4t8ZDHhQ,1,0,0
columbus/24326.jpg,[4],rAX0J0blLkWHGROixXZ6BA,1,0,0
columbus/338.jpg,[7],R5HEdsdYW91T1tpJsx_QpQ,0,0,0
columbus/24333.jpg,[1],Su3ttfq4L9pOIE-Gtlu70w,1,0,0
columbus/652.jpg,[1],Ai_8YrBwX_x5LwDDEv8XeA,0,0,0
columbus/424.jpg,[4],N8FnstQTvB5j2Hy3wBbMTg,2,0,0
columbus/715.jpg,[1],brBrQvIDmxSI2b_UuNz8iw,0,0,0
columbus/559.jpg,[1],zGjUEp93DqZnJta_71AYlg,1,0,0
columbus/20203.jpg,"[1, 2]",ZftlMYN2uk4XU1ycRihtJA,4,0,1
columbus/24212.jpg,[1],ozN3zMB8T0-OZcs2tKvEgA,1,0,0
columbus/1007.jpg,[4],54Ag0d3ut7NDLwHHpm_B1w,1,1,0
columbus/89.jpg,[1],_OZFtfgvyWe4BCUiK8rlCQ,1,0,0
columbus/516.jpg,[1],GDAua8bbluAiNF3xFaP01w,1,0,0
columbus/339.jpg,[7],R5HEdsdYW91T1tpJsx_QpQ,0,0,0
columbus/756.jpg,[1],kUF9suqBvxMXWWv1BD4hMA,1,0,0
columbus/24846.jpg,"[1, 7]",HcDF4tWXiRfk1WLp2N8m_g,0,0,0
columbus/24339.jpg,[1],MP-szD_JcMN-fa-5w9Y-Kw,0,0,0
columbus/24467.jpg,[1],H-ewwVyAJf731mRICUKcSg,1,0,0
columbus/24398.jpg,[1],UcQZgeY7ufS7Kh8SV0DW9A,1,0,0
columbus/914.jpg,[1],MUkdd0QwlMOiEgzGmAuPOA,1,0,0
columbus/210.jpg,[1],DKl5xl31ZYHnym4t8ZDHhQ,1,0,0
columbus/340.jpg,[7],R5HEdsdYW91T1tpJsx_QpQ,0,0,0
columbus/24176.jpg,[7],oAYEkI9ZoNMGOVpuwaT5lQ,0,0,0
columbus/428.jpg,[4],3lx3RVL-K_WLTIGQYEe3_Q,1,1,0
columbus/24069.jpg,[4],WfAUOk9gfLegB4uKTSJLaQ,1,0,0
columbus/757.jpg,[1],kUF9suqBvxMXWWv1BD4hMA,1,0,0
columbus/20206.jpg,"[1, 2]",ZftlMYN2uk4XU1ycRihtJA,3,3,0
columbus/567.jpg,[4],nQoaZrnpNEBXRe7tDuShKw,2,0,0
columbus/24386.jpg,"[1, 3]",jcJEghvmVTcdt_7ub0Ctlg,0,0,0
columbus/347.jpg,[7],DwudQ5FcC3j7GSh8bhEk4g,0,0,0
columbus/91.jpg,[4],_OZFtfgvyWe4BCUiK8rlCQ,3,0,0
columbus/24437.jpg,[7],MLDCQBffEEHonsqSjd2Ejw,0,0,0
columbus/517.jpg,[1],GDAua8bbluAiNF3xFaP01w,1,0,0
columbus/1012.jpg,[1],ZAH-WNTF-DS7qO3dKDFY8w,0,0,0
columbus/24188.jpg,[1],18i7AjUMTbp1n4lmqQXXzg,1,0,0
columbus/24351.jpg,[1],D9qugciNUNsJD6r8k33OEw,0,0,0
columbus/948.jpg,[7],_v9nPhUQb3yTDuWunrBqvA,0,0,0
columbus/24085.jpg,[1],W1XkhK8khwhYgo64XqZLeg,1,0,0
columbus/759.jpg,[1],kUF9suqBvxMXWWv1BD4hMA,2,0,0
columbus/350.jpg,[7],DwudQ5FcC3j7GSh8bhEk4g,0,0,0
columbus/212.jpg,[1],-viQayTI8IfJNaBq3OYZWw,1,0,0
columbus/24399.jpg,[7],T6Fk98nkuXsJAbJjdaokog,0,0,0
columbus/430.jpg,[1],3lx3RVL-K_WLTIGQYEe3_Q,1,0,0
columbus/24438.jpg,[7],RlquYYI83q8NmJeJ5bstxA,0,0,0
columbus/20207.jpg,[7],YKvQ8hwlEBB2u5VrHieXCg,0,0,0
columbus/354.jpg,[7],R7IjDubyZUoPkqaZG5F-IQ,0,0,0
columbus/1014.jpg,[7],l6vX3O9AEdhWDTsbaXR9dA,0,0,0
columbus/576.jpg,[3],0zWe-itlnK3A58YrvlTRfg,1,0,0
columbus/24208.jpg,[7],VD8FEAH4THNcf6udref0PA,0,0,0
columbus/24499.jpg,[7],GLVPMF8wNAOJzLNmeUoxjw,0,0,0
columbus/519.jpg,[1],9Cm3PjgVpjiGk_rXVQg-ZQ,1,0,0
columbus/97.jpg,[1],uP-iV_zyoAUeMX-hSwJD_Q,2,0,0
columbus/24353.jpg,[1],j6EclhF_1NgZqA2ni5lEjA,1,0,0
columbus/24086.jpg,[1],W1XkhK8khwhYgo64XqZLeg,1,0,0
columbus/773.jpg,[1],ActLzx7dvPD-gUwYJm4hYQ,1,0,0
columbus/356.jpg,[7],UVRCs00AM96WHadv9j1eKw,0,0,0
columbus/969.jpg,"[1, 3, 7]",dWzlcB-K474qi6NVD4tXzA,0,0,0
columbus/24439.jpg,[7],RlquYYI83q8NmJeJ5bstxA,0,0,0
columbus/215.jpg,[1],17dh2T3EIxCNbu_Cu5KnEw,1,0,0
columbus/297.jpg,"[1, 3, 4]",LaiCo5KC8YfGyfgpas1exg,1,1,0
columbus/431.jpg,[4],3lx3RVL-K_WLTIGQYEe3_Q,2,0,0
columbus/24403.jpg,[1],KiVvZalml3VEyMz0DtmsVQ,0,0,0
columbus/24354.jpg,[1],j6EclhF_1NgZqA2ni5lEjA,1,0,0
columbus/774.jpg,[1],ActLzx7dvPD-gUwYJm4hYQ,0,0,0
columbus/358.jpg,[7],9icn-Dg60uV76uysusxiTA,0,0,0
columbus/20164.jpg,[1],NgYfvNLM9DB_JoMjuRFX4w,0,0,0
columbus/1016.jpg,[1],FO8DaeYAodJrHf_YF5mosA,1,0,0
columbus/301.jpg,"[1, 4, 6]",LaiCo5KC8YfGyfgpas1exg,2,0,0
columbus/521.jpg,[1],9Cm3PjgVpjiGk_rXVQg-ZQ,1,0,0
columbus/24511.jpg,"[1, 3]",pjSjf5N_zMWhxydG5yOtXw,0,0,1
columbus/98.jpg,[4],Mtitlx_OyaUsp5vYBYo31A,2,0,0
columbus/599.jpg,[1],dPxiciN_3IgZ5Bq3FiAY0w,1,0,0
columbus/24462.jpg,[4],8f_8SNgs7JgpEcDRx7dJyQ,1,0,0
columbus/24105.jpg,[4],aYZfivtH35TsNFF-g_FDmA,1,0,0
columbus/359.jpg,[7],9icn-Dg60uV76uysusxiTA,0,0,0
columbus/775.jpg,[3],ActLzx7dvPD-gUwYJm4hYQ,2,0,0
columbus/308.jpg,[1],-UJDrvbAgbKidsiW7g7lag,1,0,0
columbus/24410.jpg,[1],2oNXeqQ6y_MnRHZTqGoDUA,1,0,0
columbus/217.jpg,[1],17dh2T3EIxCNbu_Cu5KnEw,1,0,0
columbus/979.jpg,[1],UfEIpJpBSgKDKTtJudr-nA,1,0,0
columbus/432.jpg,[1],vTAvhuE0gr4IUCKPOkGwQg,1,0,0
columbus/1017.jpg,[1],TNuztVGf49gwXTdOnpuIdQ,1,0,0
columbus/20285.jpg,[1],95cF0hfyUoaoqZNJGqNCxA,1,0,0
columbus/360.jpg,[7],Ick8p_K0hHhaTOw7cAWaSA,0,0,0
columbus/829.jpg,[7],R39K93zpKKhCzBSv4_TnAw,0,0,0
columbus/309.jpg,[1],-UJDrvbAgbKidsiW7g7lag,1,0,0
columbus/20167.jpg,[1],iY_9DORJKVm84jHpKE_ASw,1,0,0
columbus/522.jpg,[1],9Cm3PjgVpjiGk_rXVQg-ZQ,0,0,0
columbus/100.jpg,[1],5CeAGoR1eyaaGKs-UqGcgw,0,0,0
columbus/361.jpg,[7],Ick8p_K0hHhaTOw7cAWaSA,0,0,0
columbus/24109.jpg,[4],8RzBH-mNZ1h_-AA8Qmc3LQ,1,0,0
columbus/24417.jpg,[1],9XeNMQ-Makjdq8Yo7emNCg,0,0,0
columbus/24485.jpg,"[1, 4]",p7u6wgwXvXgSHbSu-IrmEA,0,0,0
columbus/980.jpg,[1],BIcdIETw1MW09DAEHQoYPA,1,0,0
columbus/24582.jpg,[4],pKQ6lQzbpwfrPYxwH2J34g,1,0,0
columbus/24453.jpg,[7],lKEmCAOWVgAA-M3MJyjlLw,0,0,0
columbus/433.jpg,[1],vTAvhuE0gr4IUCKPOkGwQg,1,0,0
columbus/24358.jpg,[1],wVGyJPWvaFcZ2TGpe_ZzXg,1,0,0
columbus/1018.jpg,[1],yiM3G9VhWb773nWXl0UuPA,1,0,0
columbus/24408.jpg,[7],7NwXQqjK-PaTm35D9iVyEg,0,0,0
columbus/20286.jpg,[1],95cF0hfyUoaoqZNJGqNCxA,1,0,0
columbus/834.jpg,[3],D-JCz9Qw0U33iFq6lM-J1g,0,0,0
columbus/24186.jpg,[1],18i7AjUMTbp1n4lmqQXXzg,1,0,0
columbus/20169.jpg,[1],StITHYxK21uylu1U9M7rZw,0,1,0
columbus/24419.jpg,[7],cuwE1wcZoYOdj6FOO55cvw,0,0,0
columbus/24486.jpg,[7],H7QaN5WFqyW4UzAQo1hS5w,0,0,0
columbus/525.jpg,[1],9Cm3PjgVpjiGk_rXVQg-ZQ,1,0,0
columbus/102.jpg,[1],kmcrM-LjnWhhQ0afzYP0Zg,1,0,0
columbus/24469.jpg,[4],8f_8SNgs7JgpEcDRx7dJyQ,1,0,0
columbus/983.jpg,[1],Xed1ZqQJ8-ZNV2MJDj5ENA,1,0,0
columbus/20543.jpg,[7],ZrHWQe8yDY3sFaCdGC3H0Q,0,0,0
columbus/24718.jpg,[1],8fRf0UMS4PhtVG2MrqaD8A,0,0,0
columbus/434.jpg,[3],2yPTR5bmS5V5M3A4im3Jbw,3,0,0
columbus/221.jpg,[3],c6CfIn5E7roIPnmsfTh6iQ,2,0,0
columbus/24422.jpg,[7],FzPmdK7sZbJkAbtIZg8NDQ,0,0,0
columbus/364.jpg,[7],Ick8p_K0hHhaTOw7cAWaSA,0,0,0
columbus/1019.jpg,[1],yiM3G9VhWb773nWXl0UuPA,1,0,0
columbus/20288.jpg,[1],6GZTfmXQhnzkMlGbKBwZ8Q,1,0,0
columbus/840.jpg,[1],TpgR1_CFiayYv_D28W6GNg,1,0,0
columbus/24541.jpg,[4],pjSjf5N_zMWhxydG5yOtXw,1,0,0
columbus/20184.jpg,[4],qOFiLG9heEUK1yX7VheUMg,1,0,0
columbus/528.jpg,[4],ao2esqM2DWxYTHxKY3HqhQ,2,0,0
columbus/20579.jpg,[1],KyeAle3alcZ-WElpNKHfBg,0,0,0
columbus/103.jpg,[1],kmcrM-LjnWhhQ0afzYP0Zg,1,0,0
columbus/365.jpg,[1],Ick8p_K0hHhaTOw7cAWaSA,0,0,0
columbus/24736.jpg,[2],TZMaVuxyHLGBiehjXgLwig,1,2,2
columbus/548.jpg,[4],Ii_gdF5udTGJvqGb3DuMww,3,0,0
columbus/24129.jpg,[4],PlnbsbR1mBWfKPlizlb9sw,0,1,0
columbus/24429.jpg,[1],9XeNMQ-Makjdq8Yo7emNCg,0,0,0
columbus/20585.jpg,[4],AUVSn_C6jfBYVYXeEwLPlA,0,0,0
columbus/367.jpg,[7],GpD-ZTQ-mo5TbsDbMRv1lQ,0,0,0
columbus/435.jpg,[3],lqPnPBy2cqltGvwirMbSEg,1,0,0
columbus/224.jpg,[6],JSIzmLf5CdnQwqcePTC_Qw,0,0,0
columbus/24544.jpg,[1],B4Ad-wjNMwT8VRTLNYFJGQ,0,0,0
columbus/1021.jpg,[1],Eo1ZST5G23r79EkUbAnffw,0,1,0
columbus/985.jpg,[1],vFUk2PtZM80ayUlQ0CThYw,1,0,0
columbus/20290.jpg,[4],WeLsaRBdKbPTHDsps2PX_g,1,0,0
columbus/24750.jpg,[2],z6BFucDbUgkHqh3Sja_NgQ,2,2,1
columbus/24150.jpg,"[1, 3]",yuqOujDZXZx4SGcrbluNjw,0,0,0
columbus/842.jpg,[1],TpgR1_CFiayYv_D28W6GNg,1,0,0
columbus/387.jpg,[7],LQfIlmmLv-_VPohLh8F2jw,0,0,0
columbus/529.jpg,[4],oGqvudtAslGRlaR9Q9FVIQ,1,1,0
columbus/20196.jpg,"[1, 2]",6SFODRYSuO1Z7mi8OS8U0w,1,0,0
columbus/20606.jpg,[4],lK1zMpBe9eoa_dcdvS19lQ,1,0,0
columbus/549.jpg,[4],lMF0WjPhAJVzMb8R415agA,1,1,0
columbus/24555.jpg,[7],vCZEjnSo7LEQfT04uf0B7Q,0,0,0
columbus/987.jpg,[1],P18hohBtuufcYl8G4suuuQ,1,0,0
columbus/397.jpg,[7],N8kIFV9-8NGdE7y-1yRcRw,0,0,0
columbus/24764.jpg,[1],2LIdbg8FTPb-IAbwnAdSnQ,0,0,0
columbus/20578.jpg,[7],jDDHO2LS7Nz9Xoz2DRQLew,0,0,0
columbus/439.jpg,[7],jc8EqmgAxn-OW4SfYvcFAQ,0,0,0
